No.4-2 merge,235.8177724480629
No.4-1 merge,381.83537232875824
No.2-3 merge,724.692202091217
No.2-2 merge,637.7796940803528
No.2-1 merge,543.4269149303436
No.13-3 merge,402.0894558429718
No.13-2 merge,269.7812644839287
No.13-1 merge,376.63914573192596
No.12-3 merge,273.1759405732155
No.12-2 merge,260.9317545890808
No.12-1 merge,299.06329065561295
No.11-3 merge,440.4553126692772
No.11-2 merge,354.187961101532
No.11-1 merge,377.55882835388184
No.10-3 merge,239.12865787744522
No.10-2 merge,128.3140288591385
No.10-1 merge,248.97530168294907
No.1-3 merge,442.7351328730583
No.1-2 merge,540.5239683389664
No.1-1 merge,495.50295758247375
No.9-3 merge,202.6860067844391
No.9-2 merge,219.98025727272034
No.9-1 merge,263.4435369372368
No.8-3 merge,498.3777503967285
No.8-2 merge,270.157866358757
No.8-1 merge,306.26203566789627
No.7-3 merge,79.73539543151855
No.7-2 merge,93.63577109575272
No.7-1 merge,86.90886497497559
No.6-3 merge,181.52965420484543
No.6-2 merge,127.52573436498642
No.6-1 merge,169.7092308998108
No.5-3 merge,201.72829401493073
No.5-2 merge,197.91130524873734
No.5-1 merge,169.7516428232193
No.4-3 merge,215.23460602760315
